OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
0bbea2ed7e278ece19d297ed1d8d6c3a	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	na	Toxicocladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Probable	Isolated from leaves of Posoqueria and Eucalyptus camaldulensis (occurring within a single small lesion) as well as moldy paint	"Crous PW, et al. 2009. Persoonia 22:83-94 ((https://doi.org/10.3767/003158509X439364))"
d78be3201c18d8748659771f8585f979	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5eed93ce63133d940687f5c324cda59d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
3795a05d2b523a35510ac11e7db4cd42	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
9d68ab668c1ac894047e5c189c3cb346	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	Pseudolophiostoma_mangiferae	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
d8f1574b1c154e6eed44b2eb6ab75a16	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	na	na	na	na	na	na	na	na	na	na
63646b548e2c07440409a66094016e06	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
d68032b71c7b8cabc7e58b331f627342	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Diatractium	Diatractium_sp	na	na	na	na	na	na	na	na	na
009a28e870ce2000044a71ce4952aff5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
085fc961af6215759898db23a481f830	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Microfungus	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
f8224ef2d5ae805f666a3a064eed3e88	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Zopfiaceae	Didymocrea	na	na	na	na	na	na	na	na	na	na
c0f297485c67367854fe6dee7f2b42ef	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
c0ede7bd721eff4a812d60324e388245	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	na	Lectera	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
93bcc32b372f2f2454f6111f4bf2611f	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_eremophila	Pichia	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Yeast	Probable	Found in wood and digestive systems of the beetle Odontotaenius disjunctus; Likely opportunistic human pathogen (Irinyi et al. 2015)	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((https://www.apsnet.org/edcenter/resources/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
a60f3a25735be5b40bb3000b234b9e10	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
5c1b14158e66c347a10f97d5b177cbe4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
981d4d3ba4e13f7b40a5f2a5a8f504e0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_clematidis-subumbellatae	Lophiostoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
0ebcd5c8a1834d19864b7fce520b0b99	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_sp	na	na	na	na	na	na	na	na	na
b8d46457d14e0d6e5913ca79e11f0464	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
73cc5b4e39ef9802f79e271c5badb71c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
5c0e1a7e565730d5986354e38cd40d1e	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
56da0e2490f009adb82d9e41a9735e53	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	na	na	na	na	na	na	na	na	na	na
73156e60f6ffbc1c7262bc285b9a31ca	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
4a9b0378d4d000a669fbf5b8d59e9819	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Gloniopsis	Gloniopsis_leucaenae	Gloniopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
2ab6163f3484e24b5cc2c38d2260d4ad	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	unidentified	Teratosphaeriaceae_sp	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	"Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)"	"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))"
9d9ee265be518a3ceccd7932790d2fe9	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
47feee944114b35a7dbdb8063bf6ca3a	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
03454255ac49cc591a2135ca85d0b522	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	na	na	na	na	na	na	na	na	na	na
c71f10b4d437457b84247ed4933e4594	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_oxyspora	Cyphellophora	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	Facultative Yeast-Microfungus	Probable	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
3620e41d44c723dea2801dc3e306bb8f	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	na	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
8dd773ad717b86e3edfc86138a336055	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	na	Diaporthe	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
d0792c4f1d21291dcdfa2f6b042e9df9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	Forliomyces_uniseptatus	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	NULL	Microfungus	Probable	"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
38be1a6a8623b2119b3542ecacded466	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ed951c4680af1bf8dbefbc2dca29e36a	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
4a598ead3c9350e676671565967cdfc4	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
62003db8b5a5ac6c0ef4ee2d0ba45616	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_pseudoalba	na	na	na	na	na	na	na	na	na
365285f0e8cf6eba29102fdd98f57a39	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
e271038b727a30559e140fa9a0130c3a	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
62567332329444ccf5c125c07056971e	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
4a2889320ca0178eb560cafbb52b12a6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
55e9a282b9d61aaa982fc4457f4a8a54	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
d209bc056fea114659a8e0c1ea37f405	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
240435a7ee651d91e914ef163012defc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
95f5ce26d86ebfd9f2c26190494c0447	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
16713792c39099fd1be24641c73127c2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	na	na	na	na	na	na	na	na	na	na
c72a838bde6735784d0deb3eabb82cda	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
dc375f1f04668aebcd15d772693a1df9	Fungi	Basidiomycota	Tremellomycetes	Tremellales	na	na	na	na	na	na	na	na	na	na	na	na
262158d87ecb24c927ea4988e1eda123	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_sp	na	na	na	na	na	na	na	na	na
3a58646523002416182bf66fb46041e6	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f08e01cade571311fa66a52cdfe9da73	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5f60aa39b7c8d0af7d17dee5d85dc960	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Microfungus	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
4b5af1d7707690ceaf38fdc8ffecf224	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
4419747baa285eac28999b4a621031ee	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
e89dc28cfbb810abacb3b7ff0470ace5	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
b916fc8e7991ef24b1f6045931976866	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
b13ecb129cf9471c1be6a1330c5531a8	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f632e2acda87c84bcf5b9577f51ea0d9	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_sp	Rhizophlyctis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
63963a5487c63ea42705efca7fdf5ad8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
23fb72ba3742bca5be897e4b19b344cd	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_hyphaenes	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	"Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
e54183986a637dbbb87da2b20c39828a	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
46bc002948084224f00a665e554e8136	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	unidentified	Hysteriaceae_sp	na	na	na	na	na	na	na	na	na
6c95e20789b1b28e77e1d41c05dc96a9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_persica	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ef1424beaf255cb98cd739d8a376f5fd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
4e7a7f89e9d0925a1f0b52ce63416f0e	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
b81c549d36a14aa190f2a64d7e15d876	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
a1e31d49e5ab51b10b75f1d193b96dc8	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
8abdb9d8336610cc8cd01885a7507e7f	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_hederae	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
9918d0b73f5b33b2d40abfbed6ad4aa8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
557e1a16676af507384e5d848277b07d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
d0f5dfa26791e88c9557e1cb2522d5af	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
532fa45da1425e0d0e0fff073dd6cccd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Acrocalymmaceae	Acrocalymma	Acrocalymma_sp	Acrocalymma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
3cdfa2bdd6d583b2165260d237050f5d	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	Tremellales_sp	na	na	na	na	na	na	na	na	na
ce83508e947e8a00a40ff60bfff08dd8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_hawaiiensis	Curvularia	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
20333aa59dc677f2809f0d4296f19962	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	na	na	Lasiosphaeriaceae	9	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
2301d6e11a9edc568a35c60f355aeb93	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
395f310a5aa1e52769ae15d31742c590	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_acetilerea	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
