OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
630d999f86040e873008d5d698a3903e	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
2062aec6f2d5aea4a1bf9925d32a5c85	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
dedf82ef274a7293214df48515d1251f	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
a8dbffbbd44c10499a750c4a4aa2a190	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_persica	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
a4c656ec54d077fe511ff69e42a4108c	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
79b509842d4a96a003b9d3081048befd	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	na	Dothiorella	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
cab7b03555f543357a7bfb443e3e3f4c	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5ed1ee2636fb735f26fbf2132d3170ca	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma_sp	na	na	na	na	na	na	na	na	na
0b23d15a14c9fb65e4eea32336b1a513	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
cd65c5b33f76087817eb069a1319171b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
1163a8a618aca3d1c91e0dda8b750e3b	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_hyphaenes	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	"Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
692ba516c9e0659bfb0ce31465506561	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	na	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Soft Rot	Microfungus	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
23537f2c07f626e848c68d4ab6268ce0	Fungi	Ascomycota	Dothideomycetes	na	na	na	na	na	na	na	na	na	na	na	na	na
6f9c78d156ca90eb9303210e5101705d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
836afd20404bcbed07f1ef20d94876df	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
6d1a8ef2233af8de28a9530e2dff5df1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
1e56363da69d51afc2f776d6b7f80765	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
482d9430bc6357df128dfe61e7fccd01	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
e78291bcd33f259e922636619b9d5c25	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
aacd6b8ad7dd0794c376562c876398ef	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	na	na	na	na	na	na	na	na	na	na
fdb79e7c2514c5a9297bd3e4cbd05262	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
e8b84c8b33aa1632aaa73807a228508a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
d0ded7205b5a5bca12d5f3a954fcbaa3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
aa6a00f0af9838c7f21458efc7be6afc	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_sp	na	na	na	na	na	na	na	na	na
5c107298f72494e47c35cf9a4816f6b8	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
8260c261bc880e753474dad79d7e4978	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	na	na	Neodevriesiaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	"Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)"	"Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))"
dffc73785a34b2f237a8658aadf19e95	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
9c4fbe07c8e47d61d3614d02c7ab1079	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	na	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
238a2384e9f74832d9a5157d949523df	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
00c1154b1d0502465b062d4c521fca7f	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
205ab3ab2d4dfb7e214a6b0cfd146ba8	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
4bafb27e4e8e63e1bb605ef6cc3a88dd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	Pseudolophiostoma_mangiferae	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
7864a2e3e5efe6936531d92265cd6d27	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
96a4788bcacbb802b03da249d3eee5c0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
2f378e1616fc6acbab59f7d6a0882bf0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
fcaaeb581ef6d2219b1f74383bda6973	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
9ad6193488374a408b16809959bb9b4a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudochaetosphaeronema	Pseudochaetosphaeronema_siamensis	na	na	na	na	na	na	na	na	na
fa4b2e84be7cab4b1e960fd75b829312	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	na	na	na	na	na	na	na	na	na	na
637ae3820dc58a8ea47d269abf9b4b7b	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
0a206df8b4b123d097c3fc10faa89903	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5b5aeee91b1583bc63090b9af52a9531	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella_cacticola	na	na	na	na	na	na	na	na	na
0f1ab9d2091b1a1c4f62850aa440bbea	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
330169279244bc4ccfeb1639c99bcd0d	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	na	na	na	na	na	na	na	na	na	na
1b22ab70a414f33e91483f84bcacc120	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
98bf25e3cba53b430b0a9b44b21c5bbe	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea	na	na	na	na	na	na	na	na	na	na
cdc3a8a34821e309c80d3e36ef12448a	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	na	Lasiodiplodia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
a143656b91ca2a8aeb0ed480754f8b72	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	na	na	na	na	na	na	na	na	na	na	na
0b34528c1290bb606c88bf7479ed4c8e	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
18583f44010f0bf2107c0b9ac42d7ad1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	na	na	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ecbc04b1d968da82b32d6b210ec8670a	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	na	Dothiorella	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
8265c4f4fd922816655212d0ecaa95f0	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
cd9c9980ba0fe33be6697e0f880b1f29	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
fc34313f1886175376c0255b1690a4e7	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
7a08f58395dad504eb0e5f162e9a2754	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
729bcd9182a8c956cc89849b1858b4a0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
99baa7c6895e971303412556482790cc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Microfungus	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
3517c8bfc81cc7eb21642081c6e45903	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
9ff434dd35418c963cd206db9433aef2	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
b31be3b9f46a3a197ef90c369916f5bd	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
2fee599e52c12c2231fd03021b97904d	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_sydowiorum	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	NULL	Yeast	Probable	NULL	"Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))"
f40c9932d546a8e1bb8ca82ccdc5ca38	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
62f6fa6f1a82963cfc468de435be3bb1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
96049441e6e64548f715ac166165a6ae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Microfungus	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
b8cd95b56923f44552776481d54d085c	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
6ce98d48f89dc087a2028ad0202b90a4	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	unidentified	Teratosphaeriaceae_sp	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	"Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)"	"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))"
426d9efc6e5aba9b6c674ac80dc9be0b	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
89bc410c5fdee2ead87311d025cc4966	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
34f97e8c68a46357fb5636df4f129479	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
3b952f72bdadebc2815f858b86fa9de6	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
477f3f54abe9cf378deb6447324bd24c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parapyrenochaetaceae	Quixadomyces	Quixadomyces_hongheensis	na	na	na	na	na	na	na	na	na
e7fc25f600c0c3553f360abdc14c92cd	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1126fb147b4199669f33f6622f8e1ed5	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans	na	na	na	na	na	na	na	na	na
1236079d64b320831e45bdf4907409c5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_clavata	Curvularia	13	Pathotroph	Plant Pathogen	NULL	Microfungus	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
9c918a52460a37cded455e351e46e197	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	na	na	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	NULL	Microfungus	Probable	"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
c9fd7c7a3ba7d37ae2d4400bb5541d3d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
68db890b644b2df1ddbce86d59a4af32	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	na	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Soft Rot	Microfungus	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
6b1cf1163767b3fab2cfcdd3115d266c	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora_sp	Nigrospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
166691109a277b1e35ebd451377fd197	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_sydowiorum	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	NULL	Yeast	Probable	NULL	"Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))"
ed06e07f63e28c484f9ee732f22ddbeb	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_pseudoalba	na	na	na	na	na	na	na	na	na
ebd6fdd31e223f673e1019fd2c38d744	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
306fc05c1f8ff04ad48c994aae1923b9	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
a503d4a0c0e0d02c54a7d1c347759c0b	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
217144bdbd90fefe8beb2d12b5f85506	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
0aa8dde004ec2d2a722e6df6a894fde0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
6e555cf399bbff401fd65975f86d50a9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
662ad5dcc55cbde83e2e463e5426dab5	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
60dc283f7fd367459c6a4d80f5d75676	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	unidentified	Teratosphaeriaceae_sp	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	"Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)"	"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))"
3c3876fb263a6ad64f0e4b446c7fb348	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
02a54e4640eed9554727a3dd251e7d92	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c090abd8fe8f09dd2f3ad7721465f3e5	Fungi	Ascomycota	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1c445742272b5ac77141d43773000baf	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
297682a44381ab7853320a510271a38c	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
fd0445441cf3fd3e471426934c6cb5e7	Fungi	Ascomycota	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f0494ec8bdc4960bb037e96ac437dcef	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
e3ee1ec986f66290bcb59839663393e7	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	na	na	na	na	na	na	na	na	na	na	na	na
be922eea9bd98a2b16a3ed4bcf723619	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_sydowiorum	Wickerhamomyces	13	Saprotroph	Undefined Saprotroph	NULL	Yeast	Probable	NULL	"Kurtzman CP, et al. 2008. FEMS Yeast Research 8:939-954 ((https://doi.org/10.1111/j.1567-1364.2008.00419.x))"
